Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum,Sex_I,Sex_M
0.47,0.375,0.125,0.5615,0.252,0.137,0.18,10,392,False,False
0.415,0.315,0.09,0.3625,0.175,0.0835,0.093,6,2509,True,False
0.675,0.505,0.16,1.532,0.74,0.357,0.3815,11,3131,False,True
0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12,1723,False,False
0.545,0.425,0.135,0.8445,0.373,0.21,0.235,10,384,False,True
0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10,1685,True,False
0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,7,4034,False,True
0.58,0.46,0.15,1.049,0.5205,0.1935,0.305,10,2907,False,True
0.5,0.395,0.12,0.537,0.2165,0.1085,0.1785,9,2411,True,False
0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10,2533,False,True
0.575,0.43,0.13,0.7425,0.2895,0.2005,0.22,8,3042,True,False
0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,10,4078,False,True
0.55,0.4,0.135,0.717,0.3315,0.1495,0.221,9,3663,True,False
0.73,0.575,0.185,1.8795,0.931,0.38,0.4825,12,1203,False,False
0.57,0.48,0.175,1.185,0.474,0.261,0.38,11,73,False,True
0.59,0.47,0.155,1.1735,0.6245,0.233,0.2595,9,2838,False,True
0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,10,4021,False,False
0.39,0.3,0.09,0.3055,0.143,0.0645,0.085,9,438,False,True
0.605,0.49,0.18,1.227,0.48,0.287,0.35,18,360,False,True
0.5,0.4,0.165,0.7105,0.27,0.1455,0.225,20,3924,False,False
0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395,14,3241,False,True
0.505,0.405,0.13,0.599,0.2245,0.1175,0.225,11,1856,True,False
0.4,0.295,0.095,0.252,0.1105,0.0575,0.066,6,3971,True,False
0.58,0.44,0.175,1.2255,0.5405,0.2705,0.3265,10,2772,False,True
0.61,0.475,0.155,1.168,0.554,0.239,0.3295,10,1008,False,True
0.745,0.575,0.2,1.884,0.954,0.336,0.495,12,2974,False,True
0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12,2017,False,True
0.455,0.36,0.11,0.4385,0.206,0.098,0.125,10,3354,False,False
0.375,0.28,0.08,0.2235,0.115,0.043,0.055,6,3998,True,False
0.28,0.21,0.085,0.1065,0.039,0.0295,0.03,4,297,True,False
0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,12,870,False,True
0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,1409,False,False
0.625,0.505,0.215,1.4455,0.496,0.287,0.435,22,232,False,True
0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16,2155,False,True
0.44,0.355,0.115,0.415,0.1585,0.0925,0.131,11,541,False,False
0.57,0.445,0.14,1.0635,0.5265,0.2195,0.24,8,987,False,True
0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,1298,True,False
0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12,3054,False,True
0.485,0.38,0.125,0.5215,0.2215,0.118,0.16,8,2745,True,False
0.46,0.35,0.115,0.44,0.19,0.1025,0.13,8,3399,False,False
0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9,1907,False,False
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,2535,False,False
0.61,0.475,0.17,1.0385,0.4435,0.241,0.32,14,2395,True,False
0.625,0.5,0.18,1.3705,0.645,0.303,0.3705,12,4091,False,True
0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,1520,False,True
0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17,475,False,True
0.5,0.385,0.15,0.6265,0.2605,0.1665,0.16,10,555,True,False
0.65,0.525,0.19,1.385,0.8875,0.3095,0.405,11,2854,False,False
0.32,0.255,0.1,0.1755,0.073,0.0415,0.065,7,326,True,False
0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,3601,True,False
0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,7,3538,False,True
0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16,82,False,False
0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13,3936,False,False
0.515,0.42,0.135,0.6295,0.2815,0.127,0.215,9,2332,False,False
0.56,0.44,0.135,0.8025,0.35,0.1615,0.259,9,4159,False,False
0.33,0.225,0.075,0.187,0.0945,0.0395,0.0425,7,2817,True,False
0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,3506,False,True
0.42,0.32,0.11,0.309,0.115,0.0645,0.0945,6,3015,True,False
0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,1475,False,False
0.53,0.405,0.13,0.738,0.2845,0.17,0.193,9,3291,False,True
0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13,2317,False,True
0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,2578,False,True
0.72,0.595,0.225,1.969,0.8045,0.423,0.66,16,2368,False,False
0.59,0.48,0.16,1.262,0.5685,0.2725,0.335,9,2526,False,True
0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,1523,False,True
0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9,1121,False,True
0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,1639,True,False
0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9,1122,False,True
0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10,1753,False,True
0.65,0.5,0.185,1.4415,0.741,0.2955,0.341,9,2616,False,False
0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10,1814,False,True
0.46,0.345,0.105,0.415,0.187,0.087,0.11,8,2742,True,False
0.55,0.44,0.16,0.985,0.4645,0.201,0.27,8,3491,False,True
0.515,0.415,0.13,0.764,0.276,0.196,0.25,13,2217,False,False
0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8,4124,True,False
0.645,0.505,0.165,1.4325,0.684,0.308,0.336,8,1027,False,False
0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,17,3367,True,False
0.46,0.35,0.1,0.471,0.252,0.077,0.123,8,2741,True,False
0.58,0.46,0.14,0.8295,0.3915,0.165,0.238,10,3568,True,False
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14,79,False,False
0.415,0.325,0.14,0.417,0.1535,0.1015,0.144,10,705,False,True
0.32,0.255,0.085,0.1745,0.072,0.033,0.057,8,2040,True,False
0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8,1922,False,True
0.575,0.44,0.125,0.8515,0.4555,0.1715,0.1965,9,3564,True,False
0.53,0.43,0.135,0.879,0.28,0.2165,0.25,10,3400,False,True
0.575,0.47,0.15,1.1415,0.4515,0.204,0.4,13,2356,False,True
0.435,0.325,0.11,0.4335,0.178,0.0985,0.155,7,402,False,False
0.445,0.33,0.1,0.437,0.163,0.0755,0.17,13,2400,True,False
0.37,0.275,0.1,0.2225,0.093,0.026,0.08,8,679,False,False
0.485,0.355,0.12,0.547,0.215,0.1615,0.14,10,751,False,True
0.315,0.25,0.09,0.203,0.0615,0.037,0.0795,11,706,False,True
0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,10,3766,False,False
0.59,0.455,0.155,1.066,0.382,0.2275,0.415,20,572,False,False
0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9,2802,False,True
0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,411,False,True
0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13,3351,False,False
0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10,2086,False,False
0.64,0.49,0.135,1.1,0.488,0.2505,0.2925,10,1952,True,False
0.5,0.36,0.12,0.439,0.1875,0.1055,0.1305,8,4072,True,False
0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6,1994,True,False
0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,3362,False,True
0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17,725,False,False
0.595,0.435,0.16,1.057,0.4255,0.224,0.31,9,2841,False,True
0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,10,2892,False,True
0.445,0.33,0.12,0.347,0.12,0.084,0.105,11,645,True,False
0.565,0.47,0.195,1.142,0.387,0.258,0.35,17,2211,False,True
0.23,0.17,0.05,0.057,0.026,0.013,0.016,5,3084,True,False
0.49,0.38,0.135,0.5415,0.2175,0.095,0.19,11,12,False,True
0.66,0.505,0.185,1.528,0.69,0.3025,0.441,11,1036,False,False
0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13,2174,False,False
0.525,0.4,0.14,0.6955,0.2405,0.16,0.253,10,3922,True,False
0.645,0.49,0.16,1.251,0.5355,0.3345,0.3165,9,2614,False,True
0.625,0.48,0.17,1.3525,0.6235,0.278,0.365,10,1011,False,False
0.49,0.4,0.115,0.569,0.256,0.1325,0.145,9,3444,False,False
0.695,0.54,0.195,1.691,0.768,0.363,0.4755,11,2858,False,True
0.56,0.45,0.185,1.07,0.3805,0.175,0.41,19,256,False,True
0.3,0.22,0.09,0.1425,0.057,0.0335,0.043,7,2393,True,False
0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9,1702,False,False
0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13,2972,False,True
0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12,2956,False,False
0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10,1692,False,False
0.31,0.235,0.09,0.127,0.048,0.031,0.04,6,3376,True,False
0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11,563,False,False
0.63,0.5,0.155,1.005,0.367,0.199,0.36,16,418,False,False
0.465,0.37,0.1,0.5055,0.234,0.11,0.14,7,3440,True,False
0.585,0.475,0.165,1.053,0.458,0.217,0.3,11,4160,False,False
0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,2707,False,True
0.45,0.345,0.11,0.47,0.2355,0.0855,0.1135,7,935,True,False
0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,1665,False,False
0.31,0.245,0.095,0.15,0.0525,0.034,0.048,7,2412,False,True
0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7,911,True,False
0.135,0.13,0.04,0.029,0.0125,0.0065,0.008,4,1986,True,False
0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,3707,False,True
0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,10,1893,True,False
0.65,0.505,0.165,1.357,0.5725,0.281,0.43,11,4141,False,False
0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11,1522,False,True
0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9,1904,False,False
0.425,0.34,0.1,0.3515,0.1625,0.082,0.094,7,2634,True,False
0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9,1711,False,True
0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6,1233,True,False
0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8,4109,False,True
0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,1435,True,False
0.63,0.505,0.195,1.306,0.516,0.3305,0.375,9,3689,False,False
0.56,0.46,0.235,0.8395,0.3325,0.157,0.305,12,506,False,True
0.545,0.43,0.14,0.772,0.289,0.19,0.2615,8,4076,True,False
0.185,0.375,0.12,0.4645,0.196,0.1045,0.15,6,1210,True,False
0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10,2085,False,False
0.615,0.5,0.205,1.1055,0.4445,0.227,0.39,16,3300,False,False
0.38,0.3,0.09,0.3215,0.1545,0.075,0.095,9,2292,False,False
0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10,1740,False,False
0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11,1742,False,False
0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,1257,True,False
0.635,0.5,0.15,1.376,0.6495,0.361,0.31,10,877,False,False
0.5,0.38,0.12,0.5765,0.273,0.135,0.145,9,2648,False,True
0.36,0.265,0.075,0.1785,0.0785,0.035,0.054,6,3529,True,False
0.615,0.515,0.135,1.1215,0.545,0.2305,0.29,9,2931,False,False
0.64,0.52,0.2,1.407,0.566,0.304,0.455,17,2339,False,True
0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,723,False,True
0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10,3077,False,True
0.295,0.22,0.07,0.126,0.0515,0.0275,0.035,6,2551,True,False
0.6,0.5,0.16,1.122,0.5095,0.256,0.309,10,3676,False,False
0.53,0.42,0.14,0.6765,0.256,0.1855,0.208,9,3654,True,False
0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14,41,False,False
0.43,0.325,0.09,0.425,0.217,0.087,0.095,7,926,True,False
0.46,0.35,0.11,0.3945,0.1685,0.0865,0.125,9,2142,True,False
0.51,0.4,0.14,0.6515,0.2455,0.1665,0.185,10,684,False,True
0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,2384,False,False
0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12,2401,False,False
0.625,0.485,0.2,1.38,0.5845,0.302,0.401,9,1015,False,False
0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,11,4056,False,True
0.65,0.515,0.18,1.463,0.658,0.3135,0.4115,11,3589,False,True
0.455,0.375,0.125,0.484,0.2155,0.102,0.165,7,3258,False,True
0.52,0.415,0.14,0.6375,0.308,0.1335,0.168,9,1863,True,False
0.535,0.405,0.14,0.818,0.402,0.1715,0.189,7,2831,False,True
0.355,0.28,0.1,0.2275,0.0935,0.0455,0.085,11,2244,True,False
0.205,0.14,0.05,0.046,0.0165,0.012,0.0135,6,892,True,False
0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11,2337,False,True
0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,1550,True,False
0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,1444,True,False
0.595,0.46,0.14,0.852,0.4215,0.2255,0.227,9,2674,False,True
0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12,2147,False,True
0.39,0.28,0.09,0.215,0.0845,0.034,0.079,8,3013,True,False
0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,1502,False,True
0.515,0.39,0.12,0.565,0.235,0.135,0.179,9,3756,True,False
0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25,14,3939,False,True
0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,1510,False,False
0.645,0.5,0.155,1.2205,0.6145,0.236,0.3185,10,1024,False,False
0.56,0.435,0.18,0.889,0.36,0.204,0.25,11,508,False,True
0.52,0.405,0.14,0.6765,0.2865,0.146,0.205,15,3912,True,False
0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,1250,True,False
0.38,0.32,0.115,0.6475,0.323,0.1325,0.164,7,3720,False,False
0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13,1985,False,True
0.62,0.48,0.16,1.0765,0.412,0.253,0.3,13,3394,False,True
0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9,4121,True,False
0.72,0.565,0.18,1.719,0.8465,0.407,0.3875,11,2859,False,False
0.325,0.26,0.09,0.1915,0.085,0.036,0.062,7,132,False,False
0.525,0.395,0.165,0.782,0.285,0.1405,0.285,19,3865,False,True
0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,1293,True,False
0.59,0.47,0.145,0.974,0.453,0.236,0.289,8,3048,True,False
0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10,852,False,True
0.54,0.395,0.135,0.6555,0.2705,0.155,0.192,9,1876,True,False
0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7,47,False,False
0.6,0.47,0.2,1.031,0.392,0.2035,0.29,15,2364,False,False
0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,1411,False,False
0.6,0.46,0.155,0.6655,0.285,0.149,0.269,11,4046,False,True
0.605,0.49,0.155,1.153,0.503,0.2505,0.295,15,3167,False,True
0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,1282,False,True
0.455,0.355,0.12,0.4495,0.177,0.104,0.15,9,282,False,False
0.64,0.54,0.175,1.571,0.627,0.271,0.475,18,3166,False,False
0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,1657,False,True
0.54,0.435,0.14,0.7345,0.33,0.1595,0.213,9,2584,False,True
0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7,2637,True,False
0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13,274,False,True
0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,8,1044,False,True
0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13,780,False,True
0.275,0.2,0.07,0.096,0.037,0.0225,0.03,6,4023,True,False
0.31,0.24,0.105,0.2885,0.118,0.065,0.083,6,2504,True,False
0.68,0.52,0.185,1.494,0.615,0.3935,0.406,11,3075,False,False
0.56,0.445,0.155,0.8735,0.3005,0.209,0.275,16,509,True,False
0.66,0.53,0.17,1.326,0.519,0.2625,0.44,13,558,False,False
0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,288,False,True
0.72,0.565,0.145,1.187,0.691,0.1945,0.2685,8,1201,False,True
0.435,0.395,0.105,0.3635,0.136,0.098,0.13,9,109,False,False
0.55,0.425,0.15,0.806,0.376,0.171,0.245,14,581,True,False
0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185,9,3133,False,False
0.36,0.27,0.09,0.232,0.12,0.0435,0.056,8,2818,True,False
0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,12,557,False,False
0.615,0.49,0.19,1.1345,0.4695,0.257,0.348,11,3503,False,False
0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8,2052,False,True
0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,1348,False,True
0.565,0.505,0.21,1.2765,0.501,0.279,0.355,12,291,False,False
0.11,0.09,0.03,0.008,0.0025,0.002,0.003,3,238,True,False
0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,1335,False,False
0.6,0.475,0.15,1.089,0.5195,0.223,0.292,11,3421,False,True
0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7,3112,True,False
0.515,0.405,0.145,0.695,0.215,0.1635,0.234,15,795,False,True
0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5,2164,False,True
0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9,2021,False,True
0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,252,False,False
0.4,0.3,0.11,0.315,0.109,0.067,0.12,9,206,True,False
0.515,0.435,0.145,0.8815,0.292,0.206,0.255,10,782,False,True
0.375,0.3,0.075,0.144,0.059,0.03,0.044,7,2506,True,False
0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12,2306,False,False
0.415,0.325,0.1,0.3335,0.1445,0.0715,0.095,7,2559,True,False
0.345,0.25,0.09,0.203,0.078,0.059,0.055,6,519,False,False
0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,1330,False,False
0.59,0.485,0.155,1.0785,0.4535,0.2435,0.31,9,2840,False,True
0.535,0.415,0.185,0.8415,0.314,0.1585,0.3,15,280,False,False
0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8,1280,False,True
0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11,1758,False,True
0.365,0.26,0.115,0.218,0.0935,0.0445,0.07,9,522,True,False
0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,1513,False,True
0.53,0.43,0.16,0.7245,0.321,0.1275,0.24,9,1871,True,False
0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,1489,False,False
0.395,0.295,0.095,0.2245,0.078,0.054,0.08,10,665,False,False
0.68,0.505,0.17,1.3435,0.657,0.297,0.355,12,2968,False,False
0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11,2261,False,True
0.59,0.485,0.205,1.2315,0.4525,0.238,0.42,13,3234,False,False
0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8,1591,False,True
0.74,0.535,0.185,1.65,0.734,0.4505,0.335,13,3388,False,True
0.67,0.52,0.175,1.4755,0.6275,0.379,0.374,10,3794,False,True
0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,630,True,False
0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,1563,True,False
0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11,1822,False,True
0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,1436,True,False
0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,7,3012,True,False
0.5,0.375,0.12,0.529,0.2235,0.123,0.16,8,2827,True,False
0.56,0.445,0.165,1.0285,0.4535,0.253,0.275,11,3915,True,False
0.7,0.575,0.205,1.773,0.605,0.447,0.538,13,1977,False,False
0.505,0.385,0.135,0.6185,0.251,0.1175,0.2,12,2318,False,False
0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,1256,True,False
0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,915,True,False
0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,617,False,True
0.695,0.53,0.15,1.477,0.6375,0.3025,0.43,14,3238,False,True
0.62,0.47,0.14,1.0325,0.3605,0.224,0.36,15,415,False,False
0.44,0.34,0.12,0.4995,0.2965,0.0945,0.1185,6,3115,True,False
0.385,0.305,0.09,0.2775,0.109,0.0515,0.1,9,3221,False,True
0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,1658,True,False
0.62,0.47,0.135,1.0195,0.5315,0.2005,0.2475,8,1167,False,True
0.425,0.325,0.095,0.3785,0.1705,0.08,0.1,7,63,False,True
0.53,0.415,0.13,0.8425,0.275,0.1945,0.265,20,744,False,True
0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,1347,True,False
0.525,0.425,0.12,0.8665,0.2825,0.176,0.29,18,734,False,True
0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,160,False,True
0.47,0.375,0.12,0.487,0.196,0.099,0.135,8,1847,True,False
0.505,0.395,0.145,0.6515,0.2695,0.153,0.205,15,2319,False,False
0.65,0.525,0.18,1.626,0.597,0.3445,0.53,18,660,True,False
0.475,0.36,0.11,0.492,0.211,0.11,0.15,8,1274,True,False
0.62,0.5,0.175,1.107,0.4895,0.24,0.343,11,3782,False,False
0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10,140,False,False
0.655,0.525,0.185,1.259,0.487,0.2215,0.445,20,2275,False,True
0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6,1070,True,False
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,1389,False,True
0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10,1633,True,False
0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14,2254,False,True
0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9,1800,False,True
0.47,0.355,0.18,0.441,0.1525,0.1165,0.135,8,2478,False,False
0.645,0.52,0.175,1.561,0.709,0.3555,0.4,8,1026,False,True
0.44,0.345,0.115,0.545,0.269,0.111,0.1305,6,2561,True,False
0.745,0.565,0.215,1.931,0.896,0.4585,0.5,11,1205,False,True
0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,3323,False,False
0.655,0.545,0.165,1.6225,0.6555,0.299,0.513,12,2536,False,False
0.32,0.235,0.09,0.183,0.098,0.0335,0.042,7,2815,True,False
0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8,1809,False,False
0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,10,2100,True,False
0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,1653,False,True
0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,1408,False,False
0.485,0.365,0.15,0.9145,0.4145,0.199,0.273,7,3724,False,False
0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,316,False,False
0.455,0.345,0.11,0.434,0.207,0.0855,0.1215,8,1772,True,False
0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9,1813,False,False
0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10,510,True,False
0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9,2231,False,False
0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11,1028,False,True
0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,1579,True,False
0.735,0.585,0.185,2.124,0.952,0.55,0.5,11,1204,False,True
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12,1691,True,False
0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,1455,False,True
0.4,0.3,0.125,0.417,0.191,0.09,0.1175,9,704,False,True
0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10,1929,False,True
0.475,0.375,0.125,0.588,0.237,0.1715,0.155,10,3374,False,False
0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7,4165,True,False
0.56,0.445,0.165,0.832,0.3455,0.179,0.279,9,1887,True,False
0.605,0.47,0.115,1.114,0.3925,0.291,0.31,15,3168,False,True
0.58,0.46,0.18,1.145,0.48,0.277,0.325,11,2524,False,True
0.61,0.48,0.15,1.1495,0.564,0.274,0.264,8,2599,False,True
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,1704,False,True
0.62,0.515,0.175,1.221,0.535,0.241,0.395,13,1680,False,True
0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,1269,True,False
0.64,0.475,0.175,1.1545,0.4865,0.341,0.288,9,3508,False,False
0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,376,False,True
0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9,4174,False,True
0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9,3561,True,False
0.61,0.47,0.145,1.153,0.403,0.296,0.32,14,764,False,False
0.17,0.105,0.035,0.034,0.012,0.0085,0.005,4,3837,True,False
0.34,0.245,0.085,0.2015,0.1005,0.038,0.053,6,2716,True,False
0.485,0.395,0.14,0.6295,0.2285,0.127,0.225,14,283,False,True
0.625,0.465,0.155,0.972,0.404,0.1845,0.35,14,2396,True,False
0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,9,3856,True,False
0.385,0.285,0.105,0.2905,0.1215,0.0685,0.0875,12,700,False,True
0.55,0.435,0.125,0.741,0.348,0.1585,0.206,9,4077,True,False
0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,1356,False,False
0.575,0.45,0.12,0.9585,0.447,0.169,0.275,12,4040,False,False
0.385,0.305,0.095,0.252,0.0915,0.055,0.09,14,437,True,False
0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7,1074,True,False
0.605,0.475,0.175,1.201,0.5395,0.275,0.309,10,2531,False,True
0.535,0.45,0.135,0.728,0.2845,0.1845,0.265,9,3765,True,False
0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,1588,True,False
0.395,0.31,0.095,0.313,0.131,0.072,0.093,7,3409,True,False
0.56,0.44,0.165,0.8,0.335,0.1735,0.25,12,552,True,False
0.37,0.275,0.08,0.2325,0.093,0.056,0.072,6,4065,True,False
0.63,0.475,0.155,1.0005,0.452,0.252,0.265,10,2794,False,False
0.36,0.295,0.1,0.2105,0.066,0.0525,0.075,9,634,False,True
0.075,0.055,0.01,0.002,0.001,0.0005,0.0015,1,236,True,False
0.365,0.27,0.085,0.205,0.078,0.0485,0.07,7,227,True,False
0.565,0.45,0.16,0.895,0.415,0.195,0.246,9,1892,False,True
0.175,0.125,0.04,0.024,0.0095,0.006,0.005,4,525,False,True
0.375,0.285,0.09,0.2545,0.119,0.0595,0.0675,6,2820,True,False
0.44,0.375,0.13,0.487,0.226,0.0965,0.155,9,2280,False,True
0.6,0.465,0.155,1.0165,0.512,0.2465,0.225,10,1156,False,True
0.405,0.305,0.095,0.3485,0.1455,0.0895,0.1,9,300,False,False
0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13,1754,False,True
0.37,0.275,0.1,0.2815,0.1505,0.0505,0.068,5,3107,True,False
