Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,sampleNum
F,0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10,1504
I,0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6,3814
F,0.72,0.545,0.185,1.7185,0.7925,0.401,0.468,11,3520
M,0.59,0.49,0.165,1.207,0.559,0.235,0.309,10,1648
M,0.575,0.445,0.17,1.0225,0.549,0.2175,0.228,9,1142
M,0.525,0.41,0.13,0.99,0.3865,0.243,0.295,15,723
F,0.565,0.44,0.16,0.915,0.354,0.1935,0.32,12,66
I,0.45,0.34,0.12,0.4925,0.241,0.1075,0.12,6,1088
M,0.32,0.24,0.085,0.17,0.0655,0.047,0.049,7,617
I,0.325,0.245,0.07,0.161,0.0755,0.0255,0.045,6,48
F,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8,2118
F,0.61,0.47,0.16,1.0745,0.4925,0.236,0.29,8,3458
I,0.355,0.265,0.085,0.2435,0.122,0.0525,0.06,6,3474
F,0.445,0.335,0.14,0.4565,0.1785,0.114,0.14,11,2443
F,0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,214
M,0.56,0.45,0.14,0.9,0.472,0.182,0.218,7,3416
M,0.71,0.555,0.195,1.9485,0.9455,0.3765,0.495,12,4176
F,0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,1383
I,0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,1585
I,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,7,3630
M,0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9,288
M,0.61,0.49,0.15,1.103,0.425,0.2025,0.36,23,2335
I,0.55,0.435,0.14,0.7995,0.295,0.1905,0.238,10,1880
M,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13,2225
I,0.415,0.325,0.115,0.3285,0.1405,0.051,0.106,12,2378
I,0.16,0.11,0.025,0.018,0.0065,0.0055,0.005,3,720
M,0.725,0.57,0.19,2.3305,1.253,0.541,0.52,9,2811
F,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,12,252
F,0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,3668
I,0.335,0.26,0.09,0.1965,0.0875,0.041,0.056,7,2868
F,0.67,0.54,0.2,1.46,0.6435,0.328,0.4165,9,3705
I,0.56,0.42,0.14,0.837,0.414,0.214,0.2,8,4113
M,0.645,0.495,0.19,1.539,0.6115,0.408,0.445,12,2954
M,0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11,3074
I,0.32,0.215,0.095,0.305,0.14,0.067,0.0885,6,2975
I,0.435,0.34,0.11,0.3795,0.1495,0.085,0.12,8,207
M,0.43,0.35,0.11,0.406,0.1675,0.081,0.135,10,11
M,0.585,0.475,0.12,0.945,0.41,0.2115,0.28,14,411
I,0.515,0.385,0.125,0.572,0.237,0.1435,0.165,7,3028
I,0.38,0.275,0.1,0.2255,0.08,0.049,0.085,10,21
F,0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12,1716
F,0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,3203
F,0.58,0.465,0.165,1.1015,0.404,0.2095,0.35,11,228
M,0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,3555
I,0.5,0.395,0.145,0.7865,0.332,0.1815,0.2455,8,3726
M,0.475,0.36,0.14,0.5135,0.241,0.1045,0.155,8,4157
M,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,15,776
I,0.38,0.285,0.09,0.2305,0.1005,0.039,0.0775,7,3532
M,0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10,1676
M,0.615,0.475,0.205,1.337,0.5995,0.2815,0.37,11,4090
M,0.72,0.55,0.205,2.165,1.1055,0.525,0.404,10,2810
M,0.675,0.54,0.175,1.5545,0.6645,0.278,0.512,12,3795
F,0.585,0.465,0.17,0.9915,0.3865,0.224,0.265,12,461
I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,1281
M,0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,1397
I,0.365,0.27,0.105,0.2155,0.0915,0.0475,0.063,6,3433
F,0.65,0.495,0.175,1.227,0.528,0.258,0.37,11,3791
I,0.275,0.195,0.09,0.1125,0.0545,0.0295,0.0355,6,1214
I,0.475,0.34,0.105,0.4535,0.203,0.08,0.1465,9,1848
M,0.595,0.475,0.14,0.944,0.3625,0.189,0.315,9,76
F,0.47,0.355,0.13,0.5465,0.2005,0.126,0.185,14,564
F,0.36,0.265,0.09,0.2065,0.078,0.057,0.06,8,741
I,0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,3914
I,0.565,0.44,0.135,0.768,0.3305,0.1385,0.2475,9,3038
M,0.63,0.53,0.175,1.4135,0.667,0.2945,0.3555,13,4094
I,0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8,2735
I,0.4,0.29,0.1,0.258,0.104,0.059,0.0815,7,3476
I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,1294
M,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11,1822
F,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8,2668
I,0.43,0.32,0.1,0.3465,0.1635,0.08,0.09,7,2635
I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,1266
M,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11,1752
F,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,13,3792
F,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10,1858
I,0.285,0.21,0.07,0.109,0.044,0.0265,0.033,5,2502
M,0.505,0.4,0.13,0.764,0.3035,0.189,0.2175,11,2347
I,0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,1600
M,0.515,0.395,0.12,0.646,0.285,0.1365,0.172,9,2578
F,0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10,4058
F,0.57,0.455,0.165,1.0595,0.44,0.2195,0.285,14,489
I,0.28,0.21,0.055,0.106,0.0415,0.0265,0.031,5,2549
F,0.575,0.48,0.15,0.897,0.4235,0.1905,0.248,8,2665
I,0.47,0.345,0.12,0.3685,0.1525,0.0615,0.125,8,3643
F,0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13,3260
M,0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,1469
F,0.385,0.3,0.1,0.2725,0.1115,0.057,0.08,6,3201
F,0.635,0.505,0.17,1.2635,0.512,0.322,0.355,9,3738
I,0.41,0.3,0.1,0.282,0.1255,0.057,0.0875,7,1074
M,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9,2021
M,0.345,0.255,0.08,0.169,0.06,0.0425,0.054,10,620
F,0.44,0.35,0.125,0.4035,0.175,0.063,0.129,9,131
F,0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10,1669
F,0.615,0.475,0.175,1.194,0.559,0.259,0.3165,11,2930
I,0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,1438
I,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6,818
F,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12,2084
M,0.55,0.45,0.17,0.81,0.317,0.157,0.22,11,3281
M,0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9,3721
M,0.495,0.385,0.135,0.709,0.211,0.1375,0.262,12,787
F,0.62,0.465,0.14,1.1605,0.6005,0.2195,0.307,9,2789
M,0.425,0.34,0.12,0.388,0.149,0.087,0.125,10,3217
M,0.625,0.485,0.17,1.437,0.5855,0.293,0.475,11,3463
I,0.565,0.435,0.145,0.8445,0.3975,0.158,0.255,9,1891
F,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10,1703
I,0.365,0.27,0.09,0.2155,0.1005,0.049,0.0655,6,4027
F,0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,3453
F,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10,2082
M,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9,2245
F,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,15,487
I,0.585,0.46,0.145,0.8465,0.339,0.167,0.295,10,2775
M,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,13,780
I,0.42,0.31,0.1,0.2865,0.115,0.0735,0.085,8,2493
I,0.46,0.345,0.105,0.415,0.187,0.087,0.11,8,2742
F,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,9,2696
F,0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8,1626
M,0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,1377
F,0.545,0.405,0.175,0.98,0.2585,0.207,0.38,18,3195
F,0.655,0.51,0.16,1.092,0.396,0.2825,0.37,14,3243
I,0.235,0.17,0.065,0.0625,0.023,0.014,0.022,6,2455
I,0.22,0.165,0.055,0.0545,0.0215,0.012,0.02,5,463
M,0.285,0.215,0.075,0.106,0.0415,0.023,0.035,5,3358
I,0.23,0.17,0.05,0.057,0.026,0.013,0.016,5,3084
F,0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8,1134
M,0.58,0.455,0.195,1.859,0.945,0.426,0.441,9,1145
F,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15,2178
M,0.725,0.55,0.2,1.51,0.8735,0.4265,0.5085,9,2707
I,0.57,0.435,0.17,0.848,0.4,0.166,0.25,9,1628
M,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8,3817
M,0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,2466
I,0.525,0.43,0.15,0.7365,0.3225,0.161,0.215,11,2382
F,0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,540
F,0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,1476
F,0.385,0.305,0.105,0.3315,0.1365,0.0745,0.1,7,2287
M,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,1935
F,0.63,0.5,0.17,1.3135,0.5595,0.267,0.4,20,416
I,0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,10,4087
M,0.63,0.49,0.19,1.1775,0.4935,0.3365,0.285,11,376
M,0.565,0.465,0.15,1.1285,0.377,0.3525,0.33,16,3389
I,0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6,1534
F,0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16,2438
I,0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,1431
F,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11,1742
F,0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125,10,3375
I,0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7,2870
I,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,1605
I,0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6,1765
F,0.675,0.52,0.175,1.494,0.7365,0.3055,0.37,9,4100
M,0.65,0.545,0.16,1.2425,0.487,0.296,0.48,15,2367
M,0.525,0.405,0.16,0.792,0.316,0.1455,0.28,13,3171
F,0.5,0.395,0.14,0.7155,0.3165,0.176,0.24,10,396
M,0.68,0.52,0.175,1.543,0.7525,0.351,0.374,11,3828
M,0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7,640
M,0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325,19,3381
I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8,1274
I,0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6,1829
I,0.42,0.33,0.1,0.352,0.1635,0.089,0.1,9,2285
I,0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14,2426
M,0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305,13,2972
F,0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19,497
M,0.56,0.45,0.175,1.011,0.3835,0.2065,0.37,15,255
I,0.45,0.34,0.105,0.4385,0.21,0.0925,0.12,8,3480
F,0.625,0.49,0.175,1.1075,0.4485,0.2165,0.3595,8,2608
F,0.645,0.525,0.19,1.4635,0.6615,0.3435,0.435,19,582
M,0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975,9,2989
I,0.405,0.25,0.09,0.2875,0.128,0.063,0.0805,7,2006
F,0.49,0.385,0.16,0.656,0.2455,0.171,0.205,9,3869
M,0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,1513
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8,1272
I,0.425,0.31,0.095,0.3075,0.139,0.0745,0.093,7,3087
I,0.475,0.355,0.135,0.4775,0.2145,0.09,0.1435,8,3752
F,0.615,0.48,0.16,1.2525,0.585,0.2595,0.33,8,1009
F,0.555,0.445,0.175,1.1465,0.551,0.244,0.2785,8,2766
M,0.46,0.34,0.135,0.495,0.1655,0.117,0.185,10,800
I,0.58,0.49,0.195,1.3165,0.5305,0.254,0.41,18,658
M,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12,2188
I,0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,1470
I,0.26,0.215,0.08,0.099,0.037,0.0255,0.045,5,2195
I,0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9,1582
M,0.64,0.505,0.155,1.1955,0.5565,0.211,0.346,11,2797
I,0.25,0.18,0.065,0.0805,0.0345,0.0185,0.0215,4,3428
F,0.47,0.375,0.12,0.6015,0.2765,0.1455,0.135,8,2515
I,0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17,550
F,0.625,0.5,0.16,1.217,0.5725,0.207,0.355,11,2938
M,0.58,0.465,0.15,0.9065,0.371,0.1965,0.29,8,2906
I,0.35,0.265,0.095,0.199,0.073,0.049,0.06,5,3431
I,0.485,0.355,0.105,0.498,0.2175,0.096,0.1525,9,839
I,0.16,0.12,0.02,0.018,0.0075,0.0045,0.005,4,3902
I,0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,3477
I,0.58,0.425,0.145,0.83,0.379,0.1605,0.2575,11,4131
I,0.255,0.195,0.055,0.0725,0.0285,0.017,0.021,4,2813
I,0.555,0.43,0.15,0.783,0.345,0.1755,0.247,9,3664
F,0.635,0.495,0.015,1.1565,0.5115,0.308,0.2885,9,1174
I,0.455,0.355,0.125,0.5325,0.225,0.126,0.1465,7,937
M,0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685,11,3006
M,0.65,0.52,0.175,1.2655,0.615,0.2775,0.336,9,2693
I,0.455,0.34,0.115,0.486,0.261,0.0655,0.1315,8,2740
I,0.455,0.35,0.13,0.4725,0.215,0.0745,0.15,9,4121
I,0.37,0.28,0.1,0.221,0.1165,0.0265,0.0635,6,1068
I,0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,1307
I,0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,1613
F,0.545,0.425,0.125,0.768,0.294,0.1495,0.26,16,7
F,0.52,0.46,0.15,1.019,0.523,0.1985,0.254,7,1112
I,0.37,0.28,0.095,0.2865,0.1505,0.069,0.0795,7,914
I,0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,1454
I,0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,896
F,0.64,0.5,0.165,1.1635,0.554,0.239,0.32,11,3507
I,0.415,0.32,0.115,0.3045,0.1215,0.0735,0.094,7,3112
M,0.59,0.47,0.145,0.9235,0.4545,0.173,0.254,9,2779
I,0.54,0.4,0.145,0.757,0.315,0.181,0.215,11,3913
M,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,9,2617
I,0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,1543
F,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8,2239
I,0.235,0.175,0.065,0.0615,0.0205,0.02,0.019,6,3945
F,0.66,0.525,0.19,1.67,0.6525,0.4875,0.49,11,3301
F,0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13,686
M,0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,1413
F,0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515,11,4007
F,0.625,0.49,0.155,1.33,0.6675,0.259,0.33,10,2532
I,0.525,0.405,0.125,0.657,0.2985,0.1505,0.168,10,3651
I,0.395,0.3,0.09,0.2855,0.1385,0.0625,0.077,5,3602
M,0.525,0.405,0.12,0.7555,0.3755,0.1555,0.201,9,1115
M,0.53,0.41,0.14,0.681,0.3095,0.1415,0.1835,6,2582
F,0.47,0.375,0.105,0.513,0.232,0.142,0.13,11,3152
M,0.63,0.49,0.18,1.13,0.458,0.2765,0.315,12,368
I,0.335,0.26,0.085,0.192,0.097,0.03,0.054,6,3526
F,0.575,0.46,0.145,0.9945,0.466,0.229,0.265,7,1136
I,0.45,0.33,0.1,0.411,0.1945,0.1,0.098,6,1090
M,0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,10,215
F,0.74,0.6,0.195,1.974,0.598,0.4085,0.71,16,334
M,0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,1653
F,0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,1457
F,0.57,0.47,0.14,0.871,0.385,0.211,0.2315,10,3040
I,0.43,0.325,0.1,0.3645,0.1575,0.0825,0.105,7,925
I,0.19,0.13,0.045,0.0265,0.009,0.005,0.009,5,3380
F,0.51,0.375,0.11,0.5805,0.2865,0.118,0.148,7,3606
M,0.67,0.535,0.19,1.669,0.7465,0.2935,0.508,11,4144
M,0.66,0.51,0.18,1.261,0.5,0.2335,0.339,10,3701
M,0.26,0.19,0.075,0.0945,0.0445,0.02,0.03,6,2427
I,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8,1620
I,0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,1587
M,0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,1474
F,0.35,0.265,0.09,0.1855,0.0745,0.0415,0.06,7,2448
I,0.155,0.105,0.05,0.0175,0.005,0.0035,0.005,4,696
M,0.64,0.575,0.175,1.4585,0.625,0.266,0.4395,11,2951
I,0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,630
F,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7,2044
F,0.54,0.42,0.14,0.8035,0.38,0.1805,0.21,9,2832
M,0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13,2309
M,0.58,0.47,0.165,0.9975,0.3935,0.242,0.33,10,30
M,0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,1460
I,0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8,1877
F,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,13,2296
F,0.51,0.385,0.135,0.632,0.282,0.145,0.17,8,3187
M,0.635,0.48,0.235,1.064,0.413,0.228,0.36,16,3903
M,0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,1422
I,0.475,0.365,0.105,0.4175,0.1645,0.099,0.127,7,3644
I,0.395,0.325,0.105,0.306,0.111,0.0735,0.095,8,2323
I,0.31,0.215,0.075,0.1275,0.0565,0.0275,0.036,7,1826
F,0.525,0.405,0.115,0.72,0.3105,0.1915,0.2,14,3192
I,0.265,0.2,0.065,0.0975,0.04,0.0205,0.028,7,134
F,0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,1489
F,0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10,140
F,0.65,0.565,0.2,1.6645,0.753,0.367,0.43,12,2956
I,0.535,0.45,0.155,0.8075,0.3655,0.148,0.2595,10,3658
M,0.54,0.415,0.13,0.8245,0.272,0.226,0.24,13,2469
F,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10,3957
M,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11,1895
M,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,11,3364
M,0.65,0.495,0.17,1.276,0.6215,0.2305,0.399,11,3693
I,0.46,0.345,0.105,0.449,0.196,0.0945,0.1265,7,940
I,0.29,0.215,0.06,0.1115,0.053,0.0185,0.032,5,3105
I,0.275,0.2,0.065,0.1035,0.0475,0.0205,0.03,7,715
M,0.475,0.37,0.125,0.537,0.222,0.1215,0.15,9,947
I,0.445,0.36,0.11,0.4235,0.182,0.0765,0.14,9,2737
F,0.62,0.475,0.15,0.9545,0.455,0.1865,0.277,9,2934
M,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8,2112
I,0.555,0.425,0.13,0.648,0.2835,0.133,0.2105,8,2660
M,0.63,0.465,0.15,1.027,0.537,0.188,0.176,8,2688
I,0.41,0.31,0.09,0.339,0.155,0.0695,0.09,7,917
M,0.31,0.22,0.085,0.146,0.061,0.0365,0.045,6,513
M,0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,1523
M,0.625,0.47,0.15,1.124,0.556,0.2315,0.287,9,3737
M,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,23,314
F,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,9,3680
M,0.68,0.54,0.155,1.534,0.671,0.379,0.384,10,1973
I,0.255,0.19,0.05,0.083,0.0295,0.0215,0.027,6,895
F,0.575,0.47,0.155,1.116,0.509,0.238,0.34,10,1634
I,0.45,0.33,0.11,0.3685,0.16,0.0885,0.102,6,1091
I,0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11,3919
I,0.475,0.365,0.1,0.1315,0.2025,0.0875,0.123,7,2641
M,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11,1806
M,0.6,0.475,0.23,1.157,0.522,0.2235,0.36,11,3577
M,0.355,0.26,0.085,0.1905,0.081,0.0485,0.055,6,637
M,0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,1611
I,0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14,3926
M,0.47,0.37,0.18,0.51,0.1915,0.1285,0.1625,9,792
M,0.515,0.39,0.14,0.678,0.341,0.1325,0.119,8,3607
I,0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5,910
I,0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8,1561
M,0.635,0.51,0.17,1.3555,0.619,0.305,0.39,9,876
F,0.445,0.33,0.105,0.4525,0.18,0.103,0.123,9,702
I,0.45,0.35,0.13,0.547,0.245,0.1405,0.1405,8,835
F,0.58,0.425,0.155,0.873,0.3615,0.249,0.239,10,4044
F,0.525,0.415,0.15,0.7155,0.2355,0.171,0.27,13,3949
M,0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8,4018
M,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10,1812
M,0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,10,4019
F,0.61,0.47,0.16,1.017,0.426,0.2255,0.32,12,3194
F,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11,1939
M,0.55,0.405,0.15,0.9235,0.412,0.2135,0.24,7,3189
F,0.57,0.455,0.15,1.107,0.54,0.255,0.27,8,986
M,0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,257
F,0.725,0.56,0.185,1.792,0.873,0.367,0.435,11,3714
F,0.62,0.48,0.16,1.1125,0.5635,0.2445,0.281,8,1169
I,0.485,0.375,0.125,0.562,0.2505,0.1345,0.1525,8,4002
M,0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,1604
I,0.48,0.355,0.125,0.494,0.2385,0.0835,0.15,9,3547
F,0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20,2459
I,0.39,0.3,0.1,0.2665,0.1105,0.059,0.084,7,3012
I,0.2,0.145,0.06,0.037,0.0125,0.0095,0.011,4,305
M,0.655,0.525,0.16,1.46,0.686,0.311,0.405,11,3592
M,0.545,0.42,0.125,0.9745,0.353,0.174,0.305,13,3391
M,0.655,0.55,0.18,1.274,0.586,0.281,0.365,10,1721
M,0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,1012
F,0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12,1372
M,0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15,0
F,0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,2362
M,0.675,0.51,0.17,1.527,0.809,0.318,0.341,11,3707
M,0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,2625
I,0.44,0.325,0.11,0.4965,0.258,0.1195,0.1075,8,4031
I,0.46,0.365,0.11,0.4495,0.1755,0.102,0.15,8,4122
M,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,609
F,0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10,2839
M,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7,2229
M,0.725,0.57,0.19,2.55,1.0705,0.483,0.725,14,165
I,0.545,0.425,0.14,0.8145,0.305,0.231,0.244,10,1878
I,0.335,0.25,0.075,0.186,0.0945,0.038,0.0445,7,909
M,0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255,12,3054
F,0.52,0.405,0.125,0.6435,0.2415,0.1735,0.21,12,737
I,0.35,0.235,0.08,0.17,0.0725,0.0465,0.0495,7,1998
I,0.295,0.215,0.085,0.128,0.049,0.034,0.04,6,295
M,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,160
I,0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,3551
I,0.37,0.285,0.095,0.226,0.1135,0.0515,0.0675,8,3601
M,0.54,0.42,0.135,0.8075,0.3485,0.1795,0.235,11,488
F,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,2104
I,0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,1493
I,0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,1342
F,0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,1714
F,0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9,3063
F,0.68,0.56,0.195,1.664,0.58,0.3855,0.545,11,3076
F,0.515,0.405,0.12,0.646,0.2895,0.1405,0.177,10,471
M,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17,2157
M,0.56,0.44,0.14,0.971,0.443,0.2045,0.265,14,311
M,0.65,0.515,0.175,1.4805,0.5295,0.272,0.525,20,754
F,0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,10,2676
I,0.375,0.28,0.09,0.215,0.084,0.06,0.055,6,915
I,0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,1450
M,0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,2525
I,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,7,1222
F,0.62,0.465,0.14,1.011,0.479,0.2385,0.255,8,4012
I,0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4,4119
I,0.44,0.35,0.125,0.456,0.21,0.0955,0.131,8,3439
M,0.615,0.47,0.155,1.2,0.5085,0.32,0.292,8,2602
F,0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535,11,2957
M,0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,1483
I,0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,2569
I,0.47,0.35,0.13,0.466,0.1845,0.099,0.145,11,652
M,0.7,0.53,0.19,1.3185,0.548,0.233,0.42,18,2352
F,0.55,0.41,0.145,0.8285,0.3095,0.1905,0.25,13,587
F,0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35,10,3678
F,0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,1406
I,0.465,0.355,0.105,0.442,0.2085,0.0975,0.1185,7,2640
M,0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14,3265
I,0.52,0.385,0.115,0.581,0.2555,0.156,0.143,10,1866
I,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,1542
F,0.44,0.345,0.105,0.4285,0.165,0.083,0.132,11,2384
F,0.57,0.445,0.155,1.017,0.5265,0.2025,0.265,10,2770
F,0.74,0.575,0.22,2.012,0.8915,0.5265,0.471,12,2709
F,0.67,0.525,0.19,1.527,0.5755,0.353,0.44,12,2963
