Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Sex_I,Sex_M,sampleNum
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,False,False,1675
0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7,True,False,100
0.495,0.375,0.14,0.494,0.181,0.0975,0.191,8,True,False,1854
0.29,0.21,0.065,0.097,0.0375,0.022,0.03,6,True,False,1994
0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11,False,True,1936
0.77,0.6,0.215,2.1945,1.0515,0.482,0.584,10,False,True,2625
0.185,0.13,0.045,0.029,0.012,0.0075,0.0095,4,True,False,1053
0.545,0.41,0.145,0.873,0.3035,0.196,0.31,18,False,True,3387
0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,False,True,1570
0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,11,False,True,3704
0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,12,False,True,609
0.315,0.23,0.09,0.1285,0.043,0.04,0.04,7,True,False,695
0.69,0.55,0.195,1.777,0.769,0.38,0.4305,11,False,True,3960
0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6,True,False,1070
0.67,0.485,0.175,1.2565,0.5355,0.322,0.386,9,True,False,2962
0.44,0.355,0.12,0.495,0.231,0.11,0.125,7,True,False,2563
0.67,0.525,0.195,1.37,0.6065,0.2955,0.407,12,False,False,3741
0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8,False,False,1643
0.56,0.45,0.145,0.894,0.3885,0.2095,0.264,9,False,True,3037
0.49,0.37,0.14,0.585,0.243,0.115,0.195,10,False,False,2189
0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10,False,False,194
0.18,0.125,0.035,0.0265,0.0095,0.0055,0.0085,4,True,False,718
0.475,0.365,0.115,0.49,0.223,0.1235,0.1335,9,True,False,630
0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6,True,False,924
0.275,0.2,0.055,0.0925,0.038,0.021,0.026,4,True,False,2814
0.475,0.365,0.13,0.4805,0.1905,0.114,0.1475,12,False,False,2422
0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,False,True,1313
0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5,False,False,2206
0.275,0.205,0.07,0.1055,0.495,0.019,0.0315,5,True,False,2627
0.275,0.2,0.08,0.099,0.037,0.024,0.03,5,False,True,3308
0.6,0.475,0.205,1.176,0.5255,0.2875,0.308,9,False,True,4174
0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,True,False,1693
0.57,0.45,0.155,1.195,0.5625,0.2565,0.295,10,False,True,984
0.52,0.42,0.16,0.745,0.255,0.157,0.2885,11,False,True,798
0.37,0.275,0.095,0.257,0.1015,0.055,0.0825,6,True,False,3635
0.645,0.5,0.175,1.3385,0.633,0.299,0.349,11,False,True,1028
0.375,0.275,0.09,0.238,0.1075,0.0545,0.07,6,True,False,126
0.48,0.38,0.135,0.528,0.2,0.1395,0.16,14,False,True,3265
0.315,0.235,0.08,0.18,0.08,0.045,0.047,5,True,False,3952
0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5,False,False,2167
0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12,False,True,1732
0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11,False,False,1983
0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9,False,True,3099
0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8,True,False,1227
0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10,True,False,1685
0.52,0.39,0.14,0.7325,0.2415,0.144,0.26,19,True,False,3914
0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,True,False,1244
0.545,0.41,0.125,0.654,0.2945,0.1315,0.205,10,False,False,3660
0.5,0.375,0.14,0.604,0.242,0.1415,0.179,15,False,False,540
0.635,0.505,0.185,1.3035,0.501,0.295,0.41,17,False,False,3203
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,False,False,1659
0.59,0.465,0.155,1.136,0.5245,0.2615,0.275,11,False,True,996
0.625,0.49,0.12,0.8765,0.456,0.18,0.233,10,False,True,2940
0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,True,False,1613
0.25,0.18,0.065,0.0685,0.0245,0.0155,0.0225,5,True,False,1059
0.69,0.53,0.17,1.5535,0.7945,0.3485,0.3695,9,False,False,1190
0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11,False,True,1807
0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,10,True,False,4132
0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12,False,True,1935
0.59,0.475,0.155,0.9715,0.371,0.235,0.28,11,False,False,3283
0.53,0.41,0.155,0.7155,0.2805,0.1685,0.214,11,False,True,796
0.52,0.39,0.12,0.6435,0.2885,0.157,0.161,7,False,True,3448
0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11,False,False,2535
0.2,0.145,0.025,0.0345,0.011,0.0075,0.01,5,True,False,3190
0.585,0.42,0.155,1.034,0.437,0.2225,0.32,11,False,False,3667
0.45,0.34,0.13,0.3715,0.1605,0.0795,0.105,9,False,True,644
0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,10,False,False,4058
0.62,0.515,0.175,1.221,0.535,0.241,0.395,13,False,True,1680
0.435,0.34,0.115,0.3925,0.1825,0.078,0.1145,6,True,False,928
0.5,0.385,0.115,0.6785,0.2945,0.138,0.195,12,False,False,622
0.505,0.4,0.135,0.723,0.377,0.149,0.178,7,False,True,2649
0.39,0.295,0.095,0.203,0.0875,0.045,0.075,7,True,False,45
0.61,0.48,0.175,1.0675,0.391,0.216,0.42,15,False,False,2267
0.625,0.49,0.175,1.3325,0.5705,0.271,0.405,10,False,True,1012
0.435,0.335,0.11,0.411,0.2025,0.0945,0.1,7,True,False,3478
0.655,0.515,0.145,1.25,0.5265,0.283,0.315,15,True,False,2405
0.625,0.47,0.175,1.179,0.605,0.258,0.271,9,False,True,3506
0.685,0.55,0.19,1.885,0.89,0.41,0.4895,10,False,True,3709
0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9,False,False,2231
0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,False,False,1492
0.51,0.385,0.145,0.7665,0.3985,0.14,0.1805,8,True,False,2750
0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098,12,False,False,3323
0.43,0.335,0.12,0.397,0.1985,0.0865,0.1035,7,False,True,1080
0.54,0.42,0.155,0.7385,0.3515,0.152,0.215,12,False,True,386
0.375,0.29,0.095,0.213,0.096,0.041,0.061,5,True,False,1234
0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,False,True,150
0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10,False,False,2076
0.57,0.435,0.14,0.8585,0.3905,0.196,0.2295,8,False,False,2588
0.44,0.345,0.1,0.366,0.122,0.0905,0.12,13,True,False,434
0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,False,True,1417
0.605,0.49,0.18,1.167,0.457,0.29,0.3745,9,False,True,2924
0.515,0.375,0.14,0.6505,0.2495,0.141,0.2215,10,True,False,2388
0.515,0.38,0.175,0.9565,0.325,0.158,0.31,14,False,True,284
0.65,0.545,0.23,1.752,0.5605,0.2895,0.815,16,False,False,164
0.36,0.275,0.095,0.217,0.084,0.0435,0.09,7,True,False,436
0.675,0.535,0.22,1.604,0.6175,0.4255,0.453,14,False,False,3848
0.655,0.455,0.17,1.275,0.583,0.303,0.333,8,False,False,3621
0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13,False,False,2222
0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,9,False,False,3822
0.595,0.465,0.15,1.0765,0.491,0.22,0.287,9,False,False,2594
0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,False,True,1479
0.5,0.39,0.13,0.5075,0.2115,0.104,0.1755,9,True,False,2882
0.615,0.46,0.19,1.066,0.4335,0.226,0.33,13,True,False,3917
0.19,0.145,0.04,0.038,0.0165,0.0065,0.015,4,True,False,321
0.6,0.46,0.18,1.14,0.423,0.2575,0.365,10,False,True,3612
0.515,0.395,0.125,0.5805,0.2365,0.1075,0.19,9,True,False,4073
0.57,0.445,0.15,0.995,0.504,0.185,0.2505,9,False,False,2587
0.535,0.415,0.135,0.78,0.3165,0.169,0.2365,8,False,True,3555
0.66,0.505,0.19,1.4045,0.6255,0.3375,0.3745,9,False,False,2804
0.385,0.3,0.125,0.343,0.1705,0.0735,0.081,7,True,False,2723
0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285,11,False,True,3827
0.49,0.38,0.14,0.7605,0.245,0.167,0.185,10,False,True,774
0.545,0.41,0.12,0.793,0.434,0.1405,0.19,9,False,True,1121
0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235,9,False,True,3047
0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,False,True,1455
0.605,0.485,0.165,1.0105,0.435,0.209,0.3,19,False,False,497
0.505,0.405,0.14,0.875,0.2665,0.174,0.285,12,False,True,810
0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18,False,True,2203
0.62,0.48,0.155,1.2555,0.527,0.374,0.3175,11,False,True,3784
0.515,0.4,0.135,0.636,0.3055,0.1215,0.1855,9,True,False,3551
0.655,0.46,0.16,1.494,0.6895,0.331,0.1825,9,False,False,1034
0.44,0.31,0.115,0.3625,0.134,0.082,0.12,11,True,False,3365
0.625,0.49,0.145,0.92,0.437,0.1735,0.28,10,False,False,2939
0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9,False,False,1789
0.59,0.46,0.155,0.906,0.327,0.1485,0.335,15,False,True,2331
0.465,0.36,0.08,0.488,0.191,0.125,0.155,11,False,True,724
0.46,0.345,0.115,0.4215,0.1895,0.102,0.111,6,True,False,2569
0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,False,False,1362
0.52,0.395,0.125,0.5805,0.2445,0.146,0.165,9,True,False,1864
0.505,0.385,0.11,0.655,0.3185,0.15,0.185,9,False,True,3257
0.35,0.265,0.09,0.197,0.073,0.0365,0.077,7,False,True,4120
0.41,0.3,0.1,0.301,0.124,0.069,0.09,9,False,True,3362
0.625,0.485,0.16,1.2135,0.631,0.2235,0.302,9,False,True,3585
0.475,0.35,0.115,0.452,0.1715,0.092,0.155,11,False,False,562
0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,10,False,True,2916
0.555,0.45,0.175,0.874,0.3275,0.202,0.305,10,False,True,499
0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326,10,False,False,3003
0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,11,False,False,412
0.215,0.15,0.055,0.041,0.015,0.009,0.0125,3,True,False,3521
0.68,0.56,0.165,1.639,0.6055,0.2805,0.46,15,False,False,31
0.565,0.45,0.165,0.887,0.37,0.239,0.249,11,False,False,4172
0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,True,False,1563
0.66,0.515,0.165,1.4465,0.694,0.298,0.3755,10,False,True,2697
0.685,0.54,0.16,1.6675,0.833,0.3775,0.475,11,False,False,889
0.59,0.46,0.125,0.755,0.334,0.15,0.238,9,True,False,2914
0.275,0.205,0.065,0.101,0.041,0.021,0.034,5,True,False,3744
0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10,False,False,1795
0.67,0.525,0.195,1.42,0.573,0.368,0.3905,10,False,False,3625
0.395,0.315,0.105,0.3515,0.1185,0.091,0.1195,16,False,False,699
0.485,0.37,0.115,0.637,0.38,0.1335,0.128,7,True,False,3485
0.575,0.45,0.13,0.8145,0.403,0.1715,0.213,10,True,False,1794
0.585,0.46,0.14,0.7635,0.326,0.153,0.265,9,True,False,3669
0.405,0.31,0.1,0.385,0.173,0.0915,0.11,7,False,True,54
0.47,0.355,0.14,0.433,0.1525,0.095,0.152,12,False,False,616
0.59,0.455,0.16,1.09,0.5,0.2215,0.292,9,False,True,2525
0.485,0.385,0.125,0.4775,0.2,0.0785,0.17,12,False,True,3276
0.595,0.49,0.185,1.185,0.482,0.2015,0.361,10,False,True,2527
0.585,0.455,0.15,0.987,0.4355,0.2075,0.31,11,False,True,399
0.385,0.29,0.085,0.2505,0.112,0.061,0.08,8,True,False,127
0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,True,False,1318
0.26,0.205,0.07,0.097,0.0415,0.019,0.0305,4,True,False,3523
0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21,False,True,2344
0.54,0.44,0.16,1.0905,0.391,0.2295,0.355,15,False,False,3941
0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12,False,False,2306
0.53,0.41,0.145,0.8255,0.375,0.204,0.245,9,False,False,3840
0.6,0.41,0.145,0.939,0.4475,0.196,0.268,8,False,True,3500
0.5,0.375,0.145,0.6215,0.274,0.166,0.1485,7,False,True,2575
0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17,False,True,2213
0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10,False,True,1727
0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11,False,False,2104
0.45,0.35,0.13,0.46,0.174,0.111,0.135,8,False,True,216
0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,True,False,1607
0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10,False,True,852
0.5,0.385,0.12,0.516,0.197,0.1305,0.165,8,True,False,4124
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,True,False,1602
0.49,0.38,0.12,0.529,0.2165,0.139,0.155,11,True,False,421
0.295,0.225,0.09,0.1385,0.048,0.046,0.05,9,False,True,3875
0.61,0.45,0.13,0.8725,0.389,0.1715,0.272,11,False,False,2787
0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11,False,False,1925
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9,False,True,1720
0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8,True,False,2015
0.435,0.345,0.12,0.3215,0.13,0.056,0.1185,7,True,False,1844
0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,True,False,1446
0.32,0.24,0.075,0.1735,0.076,0.0355,0.05,7,True,False,2141
0.4,0.3,0.11,0.2985,0.1375,0.071,0.075,6,True,False,3477
0.585,0.45,0.15,0.997,0.4055,0.283,0.251,11,False,True,4133
0.515,0.42,0.14,0.769,0.2505,0.154,0.29,13,False,True,2317
0.615,0.48,0.18,1.1595,0.4845,0.2165,0.325,13,False,True,190
0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,10,False,True,4004
0.62,0.46,0.16,0.9505,0.4915,0.2,0.228,9,False,True,3617
0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8,False,False,1134
0.69,0.54,0.155,1.454,0.624,0.3105,0.39,9,False,False,1188
0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11,False,True,1729
0.43,0.31,0.13,0.6485,0.2735,0.163,0.184,9,False,True,3721
0.695,0.55,0.22,1.5515,0.566,0.3835,0.445,13,False,True,2333
0.465,0.325,0.14,0.7615,0.362,0.1535,0.209,10,True,False,1773
0.45,0.355,0.115,0.479,0.2125,0.1045,0.15,8,False,True,406
0.475,0.375,0.14,0.501,0.192,0.1175,0.175,13,False,False,3273
0.45,0.35,0.145,0.525,0.2085,0.1,0.1655,15,True,False,614
0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,False,True,1487
0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,False,True,1463
0.735,0.59,0.225,1.756,0.637,0.3405,0.58,21,False,True,478
0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11,False,True,1819
0.28,0.205,0.08,0.127,0.052,0.039,0.042,9,True,False,147
0.65,0.515,0.16,1.1625,0.495,0.203,0.33,17,True,False,550
0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11,False,False,2074
0.56,0.445,0.195,0.981,0.305,0.2245,0.335,16,False,False,599
0.445,0.345,0.09,0.3795,0.143,0.074,0.125,10,False,True,739
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12,True,False,1691
0.58,0.42,0.16,0.728,0.2725,0.19,0.19,14,True,False,3926
0.535,0.41,0.15,0.8105,0.345,0.187,0.24,11,False,True,3833
0.455,0.335,0.105,0.4055,0.175,0.092,0.1185,8,True,False,4069
0.335,0.25,0.08,0.1695,0.0695,0.044,0.0495,6,True,False,1997
0.59,0.475,0.155,0.857,0.356,0.174,0.28,13,False,True,2225
0.495,0.37,0.12,0.594,0.28,0.11,0.1375,7,False,False,3548
0.435,0.335,0.105,0.3535,0.156,0.05,0.1135,7,True,False,3016
0.66,0.485,0.155,1.2275,0.61,0.274,0.3,8,False,True,4018
0.66,0.525,0.205,1.3665,0.5005,0.291,0.41,18,False,False,2362
0.365,0.27,0.075,0.2215,0.095,0.0445,0.07,6,True,False,1831
0.675,0.535,0.16,1.41,0.592,0.3175,0.42,16,False,False,451
0.67,0.55,0.19,1.3905,0.5425,0.3035,0.4,12,False,False,466
0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15,False,True,482
0.635,0.515,0.19,1.3715,0.5065,0.305,0.45,10,False,False,152
0.565,0.435,0.15,0.99,0.5795,0.1825,0.206,8,False,True,1131
0.595,0.43,0.21,1.5245,0.653,0.396,0.41,11,False,False,2993
0.225,0.17,0.07,0.0565,0.024,0.013,0.016,4,True,False,2546
0.535,0.42,0.16,0.72,0.275,0.164,0.225,15,False,True,3289
0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,6,True,False,3637
0.45,0.365,0.115,0.5885,0.318,0.121,0.1325,8,False,False,3807
0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10,False,True,2243
0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,False,False,1485
0.69,0.535,0.185,1.826,0.797,0.409,0.499,11,False,False,4057
0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7,True,False,3804
0.5,0.37,0.12,0.5445,0.249,0.1065,0.152,8,True,False,2883
0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22,14,False,True,3295
0.45,0.36,0.11,0.447,0.203,0.082,0.13,12,False,False,3871
0.68,0.53,0.185,1.1095,0.439,0.245,0.34,10,True,False,510
0.645,0.5,0.225,1.626,0.587,0.4055,0.41,15,False,False,3877
0.655,0.53,0.175,1.2635,0.486,0.2635,0.415,15,False,True,493
0.615,0.515,0.17,1.14,0.4305,0.2245,0.42,16,False,False,657
0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9,False,True,1624
0.46,0.375,0.12,0.4915,0.2205,0.088,0.17,7,False,False,3886
0.5,0.4,0.13,0.7715,0.37,0.16,0.211,8,False,True,2518
0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9,True,False,1106
0.535,0.44,0.165,0.875,0.279,0.18,0.3,10,False,True,3156
0.315,0.24,0.07,0.137,0.0545,0.0315,0.04,8,True,False,2312
0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,True,False,1269
0.18,0.13,0.045,0.0275,0.0125,0.01,0.009,3,True,False,2115
0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21,False,False,310
0.33,0.255,0.095,0.172,0.066,0.0255,0.06,6,True,False,319
0.645,0.505,0.165,1.307,0.4335,0.262,0.52,10,False,True,3182
0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,True,False,1456
0.695,0.53,0.21,1.51,0.664,0.4095,0.385,10,False,True,4146
0.23,0.175,0.065,0.0645,0.026,0.0105,0.02,5,True,False,242
0.185,0.135,0.04,0.027,0.0105,0.0055,0.009,5,True,False,1824
0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9,False,False,1813
0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,False,False,253
0.665,0.525,0.165,1.338,0.5515,0.3575,0.35,18,False,True,32
0.37,0.28,0.1,0.252,0.1065,0.0595,0.074,8,False,True,302
0.475,0.36,0.12,0.5915,0.3245,0.11,0.127,6,False,False,948
0.51,0.39,0.135,0.6335,0.231,0.179,0.2,9,False,False,108
0.32,0.24,0.09,0.1575,0.07,0.0265,0.0425,5,True,False,905
0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,True,False,1315
0.62,0.52,0.225,1.1835,0.378,0.27,0.395,23,False,False,501
0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,10,False,True,1208
0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12,False,True,162
0.235,0.16,0.06,0.0545,0.0265,0.0095,0.015,4,False,True,524
0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10,False,False,2025
0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845,10,False,False,3668
0.47,0.355,0.1,0.4755,0.1675,0.0805,0.185,10,False,False,14
0.365,0.295,0.08,0.2555,0.097,0.043,0.1,7,False,True,18
0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,11,True,False,2929
0.52,0.4,0.11,0.597,0.2935,0.1155,0.16,8,True,False,2889
0.305,0.215,0.065,0.1075,0.044,0.0205,0.038,5,True,False,1215
0.505,0.44,0.14,0.8275,0.3415,0.1855,0.239,8,False,True,843
0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725,10,False,False,3132
0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10,False,True,3694
0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5,True,False,148
0.425,0.325,0.12,0.3755,0.142,0.1065,0.105,9,False,True,2466
0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9,True,False,1630
0.29,0.225,0.08,0.1295,0.0535,0.026,0.045,10,False,True,2403
0.595,0.455,0.15,1.044,0.518,0.2205,0.27,9,False,True,1003
0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9,True,False,2887
0.49,0.38,0.11,0.554,0.2935,0.1005,0.15,8,False,True,2645
0.255,0.18,0.055,0.083,0.031,0.0215,0.02,4,True,False,896
0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8,True,False,3484
0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10,False,True,3862
0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7,True,False,834
0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8,False,False,2590
0.49,0.38,0.145,0.6725,0.249,0.181,0.21,10,False,False,512
0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9,False,False,1898
0.6,0.49,0.21,1.9875,1.005,0.419,0.491,10,False,True,2675
0.565,0.45,0.165,0.9765,0.322,0.244,0.37,12,False,False,3858
0.545,0.405,0.13,0.658,0.327,0.1445,0.174,8,True,False,4060
0.56,0.45,0.16,1.0235,0.429,0.268,0.3,10,False,False,182
0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17,False,False,725
0.685,0.52,0.165,1.519,0.699,0.3685,0.4,10,False,True,1187
0.485,0.365,0.14,0.4475,0.1895,0.0925,0.2305,8,True,False,2746
0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,8,False,False,859
0.265,0.195,0.06,0.092,0.0345,0.025,0.0245,6,True,False,897
0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8,False,True,35
0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,True,False,1658
0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,True,False,1539
0.6,0.46,0.15,1.235,0.6025,0.274,0.29,8,False,False,2597
0.505,0.385,0.125,0.596,0.245,0.097,0.21,9,True,False,2748
0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7,False,False,3414
0.605,0.46,0.17,1.122,0.347,0.3045,0.315,13,False,False,752
0.66,0.495,0.195,1.6275,0.594,0.3595,0.485,10,False,True,1038
0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9,False,True,747
0.485,0.38,0.15,0.605,0.2155,0.14,0.18,15,False,False,667
0.58,0.46,0.185,1.017,0.3515,0.2,0.32,10,False,False,2406
0.59,0.5,0.165,1.1045,0.4565,0.2425,0.34,15,False,True,410
0.31,0.225,0.08,0.1345,0.054,0.024,0.05,7,False,True,653
0.675,0.54,0.21,1.593,0.686,0.318,0.45,11,False,False,3796
0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13,True,False,246
0.49,0.39,0.135,0.59,0.215,0.125,0.1845,12,False,False,3341
0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9,False,False,4005
0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9,False,False,2022
0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,True,False,1278
0.43,0.35,0.09,0.397,0.1575,0.089,0.12,9,False,False,3157
0.555,0.42,0.11,0.931,0.4445,0.171,0.225,8,False,False,3453
0.515,0.405,0.13,0.573,0.213,0.134,0.195,9,True,False,3649
0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13,False,True,86
0.55,0.43,0.145,0.712,0.3025,0.152,0.225,10,True,False,2760
0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14,False,True,2254
0.345,0.255,0.095,0.183,0.075,0.0385,0.06,6,True,False,2717
0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,10,False,False,3957
0.52,0.41,0.14,0.6625,0.2775,0.1555,0.196,11,True,False,3029
0.53,0.42,0.165,0.8945,0.319,0.239,0.245,11,False,True,262
0.545,0.415,0.15,0.7335,0.2795,0.163,0.2185,11,False,False,563
0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,False,True,1519
0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8,True,False,1568
0.275,0.195,0.065,0.106,0.054,0.02,0.028,6,True,False,1061
0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13,False,True,1642
0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,9,False,True,3422
0.48,0.38,0.13,0.6175,0.3,0.142,0.175,12,False,True,3252
0.53,0.435,0.155,0.699,0.288,0.1595,0.205,10,False,True,286
0.24,0.17,0.05,0.0545,0.0205,0.016,0.0155,5,True,False,2812
0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,False,True,1477
0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10,False,True,1529
0.465,0.35,0.115,0.421,0.1565,0.091,0.1345,9,False,False,476
0.515,0.4,0.16,0.8175,0.2515,0.156,0.3,23,False,True,2436
0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9,False,False,2023
0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6,True,False,1538
0.63,0.495,0.18,1.31,0.495,0.295,0.4695,10,False,True,3061
0.66,0.53,0.17,1.431,0.622,0.309,0.398,10,False,False,3700
0.645,0.55,0.175,1.2915,0.57,0.3045,0.33,14,False,False,454
0.395,0.27,0.1,0.2985,0.1445,0.061,0.082,5,True,False,1249
0.615,0.455,0.13,0.9685,0.49,0.182,0.2655,10,False,True,3781
0.4,0.325,0.12,0.3185,0.134,0.0565,0.095,8,False,False,331
0.37,0.28,0.105,0.234,0.0905,0.0585,0.075,9,False,True,299
0.69,0.545,0.205,1.933,0.7855,0.429,0.498,13,False,False,2618
0.43,0.34,0.12,0.391,0.1555,0.095,0.1405,7,False,False,631
0.635,0.535,0.19,1.242,0.576,0.2475,0.39,14,False,False,316
0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9,False,False,1361
0.545,0.415,0.2,1.358,0.567,0.318,0.403,10,False,False,1788
0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11,False,False,1000
0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,True,False,1268
0.4,0.315,0.085,0.2675,0.116,0.0585,0.0765,6,True,False,3475
0.62,0.51,0.18,1.3315,0.594,0.276,0.388,11,False,False,1010
0.425,0.325,0.135,0.382,0.1465,0.079,0.14,12,False,False,3335
0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495,15,False,False,3882
